PAPEL HIGIENICO,PAQUETE 12 ROLLOS. 180 HOJAS DOBLES,KLEENEX. COTTONELLE. SOFT CARE,ARTS. DE PAPEL P/HIGIENE PERSONAL,BASICOS,82.00,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
PAPEL HIGIENICO,PAQUETE 12 ROLLOS. 200 HOJAS DOBLES,SUAVEL,ARTS. DE PAPEL P/HIGIENE PERSONAL,BASICOS,51.50,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
PASTELILLOS Y PAN DULCE EMPAQUETADO,PAQUETE CON 1 GANSITO,MARINELA,PAN,BASICOS,10.50,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
PASTELILLOS Y PAN DULCE EMPAQUETADO,PAQUETE CON 2 CHOCOROLES,MARINELA,PAN,BASICOS,15.50,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
PASTELILLOS Y PAN DULCE EMPAQUETADO,PAQUETE CON 2 PINGUINOS,MARINELA,PAN,BASICOS,15.50,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
PILAS ELECTRICAS,PAQUETE CON 2. D. DURA MÁS,DURACELL,ACCESORIOS DOMESTICOS,BASICOS,130.00,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
PILAS ELECTRICAS,PAQUETE CON 6. AA. DURA HASTA 10 VECES MÁS…,DURACELL,ACCESORIOS DOMESTICOS,BASICOS,130.00,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
PILAS ELECTRICAS,PAQUETE CON 2. D,ENERGIZER MAX,ACCESORIOS DOMESTICOS,BASICOS,119.90,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
RASTRILLOS DESECHABLES,PAQUETE CON 2. PRESTO BARBA 3 (ROSA),GILLETTE,ARTS. PARA EL CUIDADO PERSONAL,BASICOS,77.00,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
RASTRILLOS DESECHABLES,PAQUETE CON 2. PRESTO BARBA 3. COMFORTGEL,GILLETTE,ARTS. PARA EL CUIDADO PERSONAL,BASICOS,82.50,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
RASTRILLOS DESECHABLES,PAQUETE CON 2. PRESTO BARBA. (ROSA),GILLETTE,ARTS. PARA EL CUIDADO PERSONAL,BASICOS,55.00,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
RASTRILLOS DESECHABLES,PAQUETE CON 2. PRESTO BARBA. 2,GILLETTE,ARTS. PARA EL CUIDADO PERSONAL,BASICOS,43.50,2018-01-02,BENAVIDES,FARMACIAS,FARMACIA BENAVIDES SUCURSAL PASEO DE LA ASUNCION,"CONVENCION 710, ESQ. FUNDICION, COL. OLIVARES SANTANA, CP. 20010",AGUASCALIENTES,AGUASCALIENTES,21.895229,-102.311384
