producto|presentacion|marca|tipo|catalogo|precio|fecha|tienda|tipo_tienda|sucursal|direccion|estado|ciudad
acondicionador y enjuague|botella 375 ml. proteccion caida|head & shoulders|arts. para el cuidado personal|basicos|44.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
acondicionador y enjuague|botella 500 ml. control caida|pantene|arts. para el cuidado personal|basicos|49.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
acondicionador y enjuague|botella 384 ml. aceite de oliva|pert|arts. para el cuidado personal|basicos|30.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
acondicionador y enjuague|botella 650 ml. miel y germen de trigo|sedal|arts. para el cuidado personal|basicos|42.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
agua con gas|botella 2 lt.|ciel|refrescos envasados|basicos|13.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt. limon|be-light|refrescos envasados|basicos|12.8|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt.|bonafont|refrescos envasados|basicos|10.3|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt.|ciel|refrescos envasados|basicos|7.1|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt.|santa maria|refrescos envasados|basicos|8.3|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
alcaparra|frasco 100 gr.|el serpis|productos de temporada (navidenos)|basicos|37.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
alimento preparado para ninos|frasco 113 gr. a partir de los 6 meses. manzana|gerber|frutas y legumbres procesadas|basicos|9.7|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
alimento preparado para ninos|frasco 170 gr. a partir de los 8 meses. manzana|gerber|frutas y legumbres procesadas|basicos|13.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
almendras|1 kg. granel|s/m|productos de temporada (navidenos)|basicos|460.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
arroz|bolsa 900 gr. super extra|la merced|arroz y cereales preparados|basicos|18.5|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
arroz|bolsa 900 gr. super extra|schettino|arroz y cereales preparados|basicos|16.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
arroz|bolsa 900 gr. extra|soriana|arroz y cereales preparados|basicos|14.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
arroz|bolsa 900 gr. super extra|verde valle|arroz y cereales preparados|basicos|23.5|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
atun|lata 140 gr. en hojuelas en agua|dolores|pescados y mariscos en conserva|basicos|15.4|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
atun|lata 140 gr. en hojuelas en agua con aceite|dolores|pescados y mariscos en conserva|basicos|15.5|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
atun|lata 130 gr. en hojuelas en aceite con agua|herdez|pescados y mariscos en conserva|basicos|19.2|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
atun|lata 130 gr. en hojuelas en agua|herdez|pescados y mariscos en conserva|basicos|19.2|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
avena|bote 375 gr. y semola de trigo. fortificado|3 minutos|arroz y cereales preparados|basicos|21.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
avena|bolsa 400 gr. hojuela|avena 1|arroz y cereales preparados|basicos|19.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
avena|bote 475 gr. hojuela integral|quaker oats|arroz y cereales preparados|basicos|37.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
azucar|bolsa plastico 1 kg. estandar morena|s/m|azucar|basicos|25.5|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
azucar|bolsa plastico 2 kg. estandar morena|s/m|azucar|basicos|50.5|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
azucar|bolsa plastico 2 kg. refinada|s/m|azucar|basicos|52.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
barra limpiadora|barra 350 gr.|vel rosita|detergentes y productos similares|basicos|13.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
bebidas hidratantes|botella 600 ml. naranja. (sport bottle)|gatorade|refrescos envasados|basicos|16.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
bebidas hidratantes|botella 600 ml. naranja. (sport bottle)|jumex. sport|refrescos envasados|basicos|12.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
bebidas hidratantes|botella 600 ml. frutas|powerade|refrescos envasados|basicos|15.5|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
blanqueador|botella 950 ml. el rendidor|cloralex|detergentes y productos similares|basicos|9.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
blanqueador|botella 930 ml. original|clorox|detergentes y productos similares|basicos|10.6|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
brandy|botella 700 ml.|torres 10|vinos y licores|basicos|255.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
cafe soluble|frasco 205 gr. tradicional|los portales de cordoba|cafe|basicos|61.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
cafe tostado y molido|bolsa 400 gr.|internacional americano|cafe|basicos|78.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
cafe tostado y molido|bolsa 400 gr. tostado mezclado con caramelo|legal|cafe|basicos|48.5|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
cafe tostado y molido|bolsa 400 gr. descafeinado|los portales|cafe|basicos|84.0|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
cajeta|botella 660 gr. de leche. quemada|coronado|chocolates y golosinas|basicos|72.25|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
cajeta|botella 660 gr. de leche. vainilla|coronado|chocolates y golosinas|basicos|72.25|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
canela|bolsa 50 gr. en rama|verde valle|productos de temporada (navidenos)|basicos|39.25|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. cabeza|s/m|carne y visceras de cerdo|basicos|34.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. chuleta ahumada o entrecot ahumado|s/m|carne y visceras de cerdo|basicos|84.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. espinazo o espinazo cargado|s/m|carne y visceras de cerdo|basicos|79.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. manitas|s/m|carne y visceras de cerdo|basicos|58.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. milanesa o milanesa de pierna|s/m|carne y visceras de cerdo|basicos|69.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. molida o pulpa molida|s/m|carne y visceras de cerdo|basicos|76.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne pollo|1 kg. granel. entero. con visceras o tipo super o entero supermercado|s/m|carne de ave|basicos|37.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne pollo|1 kg. granel. pechuga con hueso o anatomica o sin rabadilla (con piel)|s/m|carne de ave|basicos|59.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
carne pollo|1 kg. granel. pechuga sin hueso (sin piel)|s/m|carne de ave|basicos|69.9|2018-01-02|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
